cookTime,datePublished,description,image,ingredients,name,prepTime,recipeYield,url
,2005-11-06,"From Michael Ableman's book, Fields of Plenty, a rustic, homey, unfussy pear cake recipe that comes together in five minutes before baking. ",http://www.101cookbooks.com/mt-static/images/food/pear_cake_recipe.jpg,"1/2 cup unsalted butter, at room temperature, plus 2 tablespoons melted
All-purpose flour for dusting
1 cup whole-wheat pastry flour
1 teaspoon ground cinnamon
1 teaspoon baking powder
1/4 teaspoon sea salt
1 cup sugar
2 eggs
6 firm but ripe small pears such as Seckel, cored and cut lengthwise into quarters",Cele's Old-Fashioned Pear Cake Recipe,,Serves 10.,http://www.101cookbooks.com/archives/000725.html
,2013-02-18,"Pungent, herby, and assertive, this is an incredibly versatile sauce. From Deborah Madison's new book, Vegetable Literacy, it's made with pounded capers, walnuts, green olives, and a load of herbs - the perfect slather for everything from sandwiches and pasta to egg salad and vegetables.",http://www.101cookbooks.com/mt-static/images/food/marjoram_sauce.jpg,"1 thick slice country bread, crust removed
2 tablespoons aged red vine vinegar
1 clove garlic, coarsely chopped
1/2 teaspoon fine grain sea salt
1/3 cup / 1/4 oz / 8 g marjoram leaves
3 tablespoons capers, rinsed
1/2 cups / 1 1/2 oz / 45 g pine nuts or walnuts
1 cup / 1 1/4 oz / 35 g finely chopped parsley
10 pitted green olives
1/2 cup / 120 ml olive oil",Marjoram Sauce with Capers &amp; Green Olives,PT10M,,http://www.101cookbooks.com/archives/marjoram-sauce-with-capers-green-olives-recipe.html
,2008-06-22,"This blackberry limeade is a stunning jeweled-toned refresher, perfect for summer, from the cookbook Screen Doors and Sweet Tea by Martha Hall Foose.",http://www.101cookbooks.com/mt-static/images/food/blackberry_limeade_recipe.jpg,"4 cups fresh blackberries, or unsweetened frozen blackberries, thawed, plus extra for garnish
1 cup turbinado sugar, natural cane sugar, or grated palm sugar
1 kaffir lime leaf, crushed, or 1 tablespoon grated lime zest
1 green cardamom pod, lightly crushed
1/2 cup fresh Key lime juice (about 8 -12 limes)
Thin lime slices, for garnish
2 cups ginger ale (hs note: or sparkling water)
Ice cubes",Blackberry Limeade Recipe,,Serves 8.,http://www.101cookbooks.com/archives/blackberry-limeade-recipe.html
,2007-11-04,"Ultimate tapioca - a creamy, classic, delicious, vanilla-spiked tapioca pudding recipe.",http://www.101cookbooks.com/mt-static/images/food/tapiocapuddingrecipe.jpg,"3 cups organic milk, divided
1/3 cup small pearl tapioca
2 extra-large egg yolks, lightly beaten
1/4 teaspoon fine-grain sea salt
1/3 cup sugar
1 vanilla bean, split  along the length (or 1 teaspoon vanilla extract)",Tapioca Pudding Recipe,,,http://www.101cookbooks.com/archives/tapioca-pudding-recipe.html
,2008-10-15,"A caramel apple recipe made from apples, honey, cream, and salt - all-natural, with no processed corn syrup or other funky ingredients.",http://www.101cookbooks.com/mt-static/images/food/caramel_apple_recipe_08.jpg,"6 - 8 small apples, unwaxed, cold
1 cup heavy cream
1/2 teaspoon sea salt
1 cup honey
Special equipment: candy thermometer, and lollipop sticks",Caramel Apple Recipe,,Makes 6 - 8 caramel apples.,http://www.101cookbooks.com/archives/caramel-apples-recipe.html
,2007-02-21,"My dad shares his oft-requested garlic bread recipe - garlic, lots of butter, chives, and lemon zest slathered on a wide baguette. A garlic-studded, golden crusted masterpiece. ",http://www.101cookbooks.com/mt-static/images/food/garlicbreadbest.jpg,"1 loaf artisan French bread or wide baguette
1 - 2 heads of garlic
1 - 2 sticks of unsalted butter
1 bunch of chives (optional)
zest of one lemon (optional)",My Dad's Garlic Bread,,,http://www.101cookbooks.com/archives/001563.html
,2008-07-16,"A rustic, cherry cobbler recipe made from fresh cherries - though you can certainly try this recipe with other types of summer fruit and berries.",http://www.101cookbooks.com/mt-static/images/food/cherry_cobbler_recipe.jpg,"2 1/2 cups sweet cherries, pitted
1 tablespoon cornstarch 
1/4 cup fine-grain natural cane sugar
1 1/4 whole wheat pastry flour
2 teaspoons baking powder
1/3 cup fine-grain natural cane sugar (or brown sugar)
1/4+ teaspoon salt
1/4-1/2 cup toasted nuts (optional)
1 egg
1/2 cup buttermilk
3 tablespoons butter, melted and cooled a bit",Cherry Cobbler Recipe,,Serves about 8.,http://www.101cookbooks.com/archives/cherry-cobbler-recipe.html
,2008-12-28,"Toasted wild nori alongside cilantro, tofu, and plenty of wild rice. The dressing for this salad isn't shy - assertive notes of sesame, ginger, cayenne pepper and soy sauce work their way into the wild rice and tofu. Lots of flavor.",http://www.101cookbooks.com/mt-static/images/food/seaweed_salad_recipe.jpg,"1 cup of loosely packed (wild) nori seaweed
12 ounces extra-firm nigari tofu
Grated zest of 1 lemon
Fresh ginger, cut into a 1-inch cube, peeled, and grated
2 tablespoons honey
scant 1/2 teaspoon cayenne
3/4 teaspoon fine-grain sea salt
1 tablespoon freshly squeezed lemon juice
1/4 cup unseasoned brown-rice vinegar
1/3 cup shoyu sauce (wheat-free soy sauce)
2 tablespoons extra-virgin olive oil
2 tablespoons toasted sesame oil
2 medium shallots, finely chopped
2 cups pecans, toasted
1 cup loosely packed cilantro leaves/stems, chopped
6 cups cooked wild rice",Wild Seaweed Salad Recipe,,Serves 10-12.,http://www.101cookbooks.com/archives/wild-seaweed-salad-recipe.html
,2011-06-22,"This could very well be my favorite salad recipe from Super Natural Every Day - shaved fennel, arugula, zucchini coins, feta, toasted almonds.",http://www.101cookbooks.com/mt-static/images/food/shaved_fennel_salad.jpg,"1 medium-large zucchini, sliced into paper thin coins
2 small fennel bulbs, trimmed and shaved paper-thin
2/3 cup / .5oz/ 15g loosely chopped fresh dill
1/3 cup / 80ml fresh lemon juice, plus more if needed
1/3 cup / 80ml extra virgin olive oil, plus more if needed
fine grain sea salt
4 or 5 generous handfuls arugula
Honey, if needed
1/2 cup / 2 oz/ 60g pine nuts, toasted (I used almonds)
1/3 cup / 2 oz / 60g / feta cheese, crumbled",Shaved Fennel Salad,PT10M,Serves 4 to 6.,http://www.101cookbooks.com/archives/shaved-fennel-salad-recipe.html
,2009-04-26,"An all-natural carrot cake recipe. It is dense, rich, rustic, walnut-studded and carrot-flecked. Sweetened with dates and ripe bananas, it doesn't need any added sugar beyond that. Topped with cream cheese frosting.",http://www.101cookbooks.com/mt-static/images/food/carrot_cake_recipe_09.jpg,"2 cups whole wheat pastry flour
2 1/2 teaspoons baking powder
1 1/2 teaspoons cinnamon
3/4 teaspoon fine grain sea salt
3/4 cup finely chopped walnuts 
4 ounces unsalted butter, heated until just melted
1/2 cup dried dates, seeded and finely chopped into a paste
3 ripe bananas (1 1/4 cups), mashed well
1 1/2 cups grated carrots (about 3 medium)
1/2 cup plain Greek yogurt (2% or lowfat is ok)
2 eggs, lightly whisked
6 ounces cream cheese, room temperature
3 tablespoons agave nectar or maple syrup (or to taste)",Carrot Cake Recipe,,Makes one carrot cake.,http://www.101cookbooks.com/archives/carrot-cake-recipe.html
,2008-02-25,"This breakfast polenta recipe is creamy, comforting and receptive to many add-in flavors and textures. For this version I served small bowls of fluffy yellow polenta topped with toasted almonds, jewel-colored dried fruits, and a drizzle of cream and honey.",http://www.101cookbooks.com/mt-static/images/food/breakfast_polenta_recipe.jpg,"4 cups water 
1/2 teaspoon salt
1 cup coarse polenta (not quick cooking)
1/2 cup sliced almonds, toasted
1/2 cup dried fruit, chopped
honey
cream",Breakfast Polenta Recipe,,Serves about 4,http://www.101cookbooks.com/archives/breakfast-polenta-recipe.html
,2012-09-08,"The prettiest dip in my repertoire - my take on the Iranian preparation of Mast-o-Khiar (yogurt and cucumber). I use lots of fresh herbs, dried rose petals, toasted walnuts and a pop of added color and tartness from dried cranberries. 
",http://www.101cookbooks.com/mt-static/images/food/mastokhiar_yogurt_dip_recipe.jpg,"2 medium garlic cloves, peeled
1/2 teaspoon fine grain sea salt
2 cups / 480 ml Greek yogurt
3 tablespoons chopped fresh dill
a dozen fresh mint leaves, chopped
1 medium cucumber, seeded &amp; finely diced
great quality extra-virgin olive oil
1/3 cup walnuts, deeply toasted
2 teaspoons crushed dried rose petals
3 tablespoons chopped dried cranberries",Mast-o-Khiar Yogurt Dip,PT5M,Serves 6-8.,http://www.101cookbooks.com/archives/mastokhiar-yogurt-dip-recipe.html
,2011-09-13,"A tortilla salad made from all sorts of good stuff - heirloom beans, avocado, watermelon radish, and cauliflower. Electric colors, punchy dressing, fresh and filling. ",http://www.101cookbooks.com/mt-static/images/food/tortilla_salad_recipe.jpg,"3 cups / ~1 lb / 16 oz cooked beans, room temperature or warm
1/3 cup / 1.5 ounces / 45 g toasted sunflower seeds (or pepitas)
1/4 cup / 60ml this dressing (or other favorite vinaigrette), or to taste
2 cups / big handfuls of chopped cauliflower (stems, leaves, florets), boiled in a bit of salted water for just 20 seconds, then drained under cold water
2-3 big handfuls of tortilla chips
1/4 cup / 1.5 oz / 45 g crumbled feta
1 small (watermelon) radish, sliced paper thin
1/2 avocado, sliced",Tortilla Salad Recipe,PT5M,,http://www.101cookbooks.com/archives/tortilla-salad-recipe.html
,2006-03-07,"A liquid nitrogen ice cream recipe - it uses a vanilla base, and makes a wonderfully creamy ice cream.",http://www.101cookbooks.com/mt-static/images/food/liquid_nitrogen_icecream_recipe2.jpg,"4 cups whole organic milk
1 vanilla bean, split
1 cup sugar
3 tablespoons plus 2 teaspoons cornstarch
1 teaspoon vanilla extract",Liquid Nitrogen Ice Cream Recipe,,Serves 6.,http://www.101cookbooks.com/archives/001366.html
,2010-01-15,"Inspired by a recipe in the River Cottage Preserves Handbook I made my own bouillon. I've been using it in soups and stews all week, and it's so much better than any canned broth I've tasted.",http://www.101cookbooks.com/mt-static/images/food/bouillon_recipe.jpg,"5 ounces / 150 g leeks, sliced and well-washed
7 ounces / 200g fennel bulb, chopped
7 ounces / 200g carrot, well scrubbed and chopped
3.5 ounces / 100 g celery
3.5 ounces / 100g celery root (celeriac), peeled and chopped
1 ounce / 30g sun-dried tomatoes
3.5 ounces / 100g shallots, peeled
3 medium garlic cloves
9 ounces / 250g fine grain sea salt
1.5 ounces / 40 g flat-leaf parsley, loosely chopped
2 ounces / 60g cilantro (coriander), loosely chopped",Homemade Bouillon,PT40M,,http://www.101cookbooks.com/archives/homemade-bouillon-recipe.html
,2010-10-20,"Charming little bite-sized, powder-coated pistachio cookies inspired by a visit to Mona Talbott's kitchen and the Rome Sustainable Food Project at the American Academy in Rome.",http://www.101cookbooks.com/mt-static/images/food/pistachio_biscotti_recipe.jpg,"4 1/3 cups / 500 g raw pistachios
1 cup / 200 g granulated sugar
1 tablespoon honey
1 teaspoon vanilla extract
1 1/2 tablespoons freshly grated lemon zest
scant 1/2 cup egg whites / 3 1/2 oz - from 3 large eggs
1 cup confectioners' sugar, for coating cookies",Biscotti al Pistacchio Recipe (Pistachio Cookies),,,http://www.101cookbooks.com/archives/biscotti-al-pistacchio-recipe.html
,2008-11-08,"This is what happens when you cook a pot of cornmeal until it is thick and creamy. Add a bit off cheese, some deeply caramelized onions, spread it in a pan, drizzle generously with olive oil and bake until the bottom and sides are deeply golden and crunchy. ",http://www.101cookbooks.com/mt-static/images/food/cornmeal_crunch_recipe.jpg,"1 1/2 cups (medium grind) cornmeal
fine grain sea salt
4 cups yellow onion, chopped (about 3 medium)
1/4 cup olive oil
1/2 cup Parmesan cheese, freshly grated
3 cups water or vegetable broth",Cornmeal Crunch Recipe,,Makes about 16 pieces.,http://www.101cookbooks.com/archives/cornmeal-crunch-recipe.html
,2007-09-29,"Golden, puffy, sun-dried tomato, and cottage cheese muffins. High in protein, low in carbs, they are a great, satisfying way to start the day.",http://www.101cookbooks.com/mt-static/images/food/cottagecheesemuffinrecipe_07.jpg,"1 cup plain cottage cheese (low-fat is fine)
3/4 cup parmesan cheese, freshly grated
1/4 cup flour (see headnotes)
1 cup almonds, very finely ground
1 teaspoon baking powder
1/4 cup sun-dried tomatoes (in oil), finely chopped
1/4 cup basil, finely chopped
1/4 cup water
4 eggs, lightly beaten
1/2 teaspoon salt",Sun-dried Tomato Cottage Cheese Muffin Recipe,,Makes 9 muffins.,http://www.101cookbooks.com/archives/cottage-cheese-muffins-recipe.html
,2008-12-26,A classic cheese fondue recipe. I've included dozens of my favorite things to dunk - don't limit yourself to just bread!,http://www.101cookbooks.com/mt-static/images/food/fondue_recipe.jpg,"1 clove garlic, minced
1 lb. Gruyere cheese, shredded (or 1/2 lb Gruyere + 1/2 lb Emmental cheese)
3 tablespoons unbleached all-purpose flour
1 3/4 cup dry white wine
1/4 teaspoon freshly grated nutmeg
A splash or two of kirsch (opt)
1 lb. premium semisweet or bittersweet chocolate, well chopped
1 1/2 cups heavy cream",Classic Cheese Fondue Recipe,,,http://www.101cookbooks.com/archives/classic-cheese-fondue-recipe.html
,2012-10-08,"A beautiful fattoush recipe and a preview of Yotam Ottolenghi and Sami Tamimi's new book, Jerusalem.",http://www.101cookbooks.com/mt-static/images/food/fattoush_recipe.jpg,"scant 1 cup / 200 g Greek yogurt 
3/4 cup plus 2 tbsp / 200 ml whole milk
2 large stale Turkish flatbread or naan (9 oz /250 g in total)
3 large tomatoes (13 oz /380 g in total), cut into 2/3-inch / 1.5cm dice
3 oz / 100 g radishes, thinly sliced
3 Lebanese or mini cucumbers (9 oz / 250 g in total), peeled and
chopped into 2/3-inch / 1.5cm dice
2 green onions, thinly sliced
1/2 oz / 15 g fresh mint
scant 1 oz / 25 g flat-leaf parsley, coarsely chopped
1 tbsp dried mint
2 cloves garlic, crushed
3 tbsp freshly squeezed lemon juice
1/4 cup / 60 ml olive oil, plus extra to drizzle
2 tbsp cider or white wine vinegar
1/2 teaspoon freshly ground black pepper, plus more to taste
1 teaspoon fine grain sea salt, plus more to taste
1 tbsp sumac or more to taste, to garnish",Na'ama's Fattoush Recipe,PT180M,,http://www.101cookbooks.com/archives/naamas-fattoush-recipe.html
,2007-07-12,"This rustic plum and peach crisp has a generous oat-flecked crumbly crust. Paired with a dollop of cold, creamy vanilla ice cream - heavenly.",http://www.101cookbooks.com/mt-static/images/food/plumandpeachcrisprecipe.jpg,"Fruit:
1 pound ripe peaches
1 pound ripe plums
1/4 cup natural cane sugar (or brown sugar)
1 tablespoon plus 1 teaspoons arrowroot (or cornstarch)
a scant 1/2 teaspoon orange blossom water (opt)
Crisp:
3/4 cup rolled oats
3/4 cup white whole wheat flour (all-purpose flour)
1/2 cup natural cane sugar (or brown sugar)
1/2 teaspoon cinnamon
big pinch of salt 
1/3 cup butter, melted
1/3 cup yogurt
Special equipment: 8x8 square baking dish or equivalent",Plum and Peach Crisp Recipe,,,http://www.101cookbooks.com/archives/plum-and-peach-crisp-recipe.html
,2007-09-04,A deeply dark and impossibly decadent coconut chocolate pudding recipe. Creamy coconut milk base infused it with a whisper of warming spices.,http://www.101cookbooks.com/mt-static/images/food/chocolatepuddingrecipe_07.jpg,"1 14-ounce can of coconut milk (lite is fine), divided
3 tablespoons sugar
scant 1/4 teaspoon salt
1/4 cup arrowroot powder, sifted
1 teaspoon raz el hanout spice blend or curry powder, (optional)
3 tablespoons alkalized dutch-cocoa powder, sifted
1 3.5-ounce bar semi-sweet chocolate, chopped
1 teaspoons vanilla extract 
1/4 cup coconut flakes, toasted in a dry skillet",Coconut Chocolate Pudding Recipe,,Serves four.,http://www.101cookbooks.com/archives/coconut-chocolate-pudding-recipe.html
,2005-04-19,Making Corn Tortillas as instructed by Diana Kennedy: From My Mexican Kitchen.,http://www.101cookbooks.com/mt-static/images/food/corntortillas.jpg,"1 1/2 pounds (675g) Tortilla Masa, about 2 1/2 cups
Water if needed",Making Corn Tortillas as instructed by Diana Kennedy,,Makes 15 5 1/2-inch tortillas.,http://www.101cookbooks.com/archives/000160.html
,2007-03-25,"This favorite, stunning, vibrant pesto recipe was taught to me by my friend Francesca's mother who came to visit recently - handchopped basil, garlic, Parmesan, olive oil and pinenuts.",http://www.101cookbooks.com/mt-static/images/food/pesto_ultimate07.jpg,"1 large bunch of basil, leaves only, washed and dried
3 medium cloves of garlic
one small handful of raw pine nuts
roughly 3/4 cup Parmesan, loosely packed and FRESHLY GRATED
A few tablespoons of extra-virgin olive oil
Special equipment: large mezzaluna for chopping",How to Make Pesto like an Italian Grandmother,,Makes about 1 cup.,http://www.101cookbooks.com/archives/001570.html
,2007-08-26,"Golden, crisped potato crouton recipe. Great in place of bread croutons in soups and salads.",http://www.101cookbooks.com/mt-static/images/food/croutonrecipe_07.jpg,"scant 1 tablespoon extra virgin olive oil
1 1/2 cups potatoes, 1/3-inch dice
pinch of salt
1 garlic clove, minced (optional)",Potato Crouton Recipe,,Makes 1 1/2 cups of potato croutons.,http://www.101cookbooks.com/archives/potato-crouton-recipe.html
,2012-05-09,"A Parmesan cheese spread made with grated cheese, olive oil, a splash of white wine, and any other accents you can think of.",http://www.101cookbooks.com/mt-static/images/food/parmesan_spread_recipe.jpg,"2 1/2 cups / 5 1/2 oz / 150g finely grated Parmesan cheese
scant 1/4 cup / 50 ml extra virgin olive oil
1/4 cup dry white wine
add in ideas: chopped dried figs, chopped dates, finely lots of chopped chives, lemon zest, or red pepper flakes, dried herbs, chopped sun-dried tomatoes",Parmesan Cheese Spread,PT5M,Makes ~1 1/2 cups of spread.,http://www.101cookbooks.com/archives/parmesan-cheese-spread-recipe.html
,2008-02-18,"My go-to poppy seed pancake recipe. Made with buttermillk, a generous amount of poppy seeds, toasted sunflower seeds. Drizzled with an simple-to-make, chunky citrus syrup.",http://www.101cookbooks.com/mt-static/images/food/poppyseed_pancake_recipe.jpg,"1- 2 oranges, peeled, segments torn into small pieces
1 lemon, peeled, segments torn into small pieces
1/3 cup agave nectar
2 cups white whole wheat flour (or unbleached a-p flour)
1 teaspoon aluminum-free baking powder
1/2 teaspoon baking soda
1/2 teaspoon fine grain sea salt
1/3 cup poppy seeds
1/2 cup sunflower seeds, toasted until deeply golden
2 1/4 cups organic buttermilk
2 large organic eggs, lightly beaten
2 tablespoons butter, melted 
butter, to serve (and for pan)",Poppy Seed Pancake Recipe,,"Makes about 12 large pancakes, or dozens of silver-dollar pancakes - enough to feed a small crowd.",http://www.101cookbooks.com/archives/poppy-seed-pancakes-recipe.html
,2012-12-26,"Winter citrus juice + bourbon + a bit of maple syrup, chilled, and served a tiny glass, is good.",http://www.101cookbooks.com/mt-static/images/food/yuzu_maple_leaf_cocktail_recipe.jpg,"2 ounces / 1/4 cup bourbon (I used Michter's)
3/4 ounce / 1 1/2 tablespoon good maple syrup
1/2  ounce / 1 tablespoon well-strained, fresh yuzu juice
1/2  ounce / 1 tablespoon well-strained, fresh Meyer lemon juice
extra small pinch of fine grain sea salt
ice",Yuzu Maple Leaf Cocktail,PT2M,"Makes 2-3 small drinks, or one larger cocktail.",http://www.101cookbooks.com/archives/yuzu-maple-leaf-cocktail-recipe.html
,2005-04-11,"If you like a serious chocolate chip cookie, this is the recipe. A high chip to dough ratio guarantees lots of chocolate in every bite, and the walnuts add crunch, density, and a delicious flavor to the overall mix. They are that good.",http://www.101cookbooks.com/mt-static/images/food/great_chocolatechip_cookies.jpg,"1/2 cup (100 grams) granulated sugar
1/2 cup (120 grams) firmly packed light brown sugar
8 tablespoons (1 stick) (115 grams) unsalted butter, cold, cut into 1/2-inch (1cm) pieces
1 large egg
1 teaspoon vanilla extract
1/2 teaspoon baking soda
1 1/4 cups (175 grams) all-purpose flour
1/4 teaspoon salt
1 1/2 cups (200 grams) semisweet chocolate chips
1 cup(130 grams) walnuts or pecans, toasted and chopped",Great Chocolate Chip Cookie Recipe,,,http://www.101cookbooks.com/archives/000158.html
,2007-11-11,"A quick and easy brussels sprouts recipe that will convert the biggest skeptics. Vibrant green, tender brussels sprouts that become deeply golden and crusty where they touch the pan, dusted with cheese.",http://www.101cookbooks.com/mt-static/images/food/brusselssproutsrecipe.jpg,"24 small brussels sprouts
1 tablespoon extra-virgin olive oil, plus more for rubbing
fine-grain sea salt and freshly ground black pepper
1/4 cup grated cheese of your choice",Golden-Crusted Brussels Sprouts Recipe,,Serves 4. ,http://www.101cookbooks.com/archives/goldencrusted-brussels-sprouts-recipe.html
,2008-07-20,"Charlotte's edamame soup  recipe was a big hit with Wayne - a bit of olive oil, potato, frozen edamame beans, and vegetable stock come together to make a satisfying, protein packed bowl, of pale green tastiness.
",http://www.101cookbooks.com/mt-static/images/food/edamame_soup_recipe.jpg,"1 teaspoon olive oil
1 medium onion, finely chopped
1 potato, peeled and cut into small cubes, 
750 g (1 1/2 lb) frozen edamame beans, defrosted
1 quart (1.2 litres or 2 pints) vegetable stock
2 tablespoons creme fraiche
salt and freshly ground pepper
- see headnotes for garnish you see in photo",Edamame Soup Recipe,,Serves 4. ,http://www.101cookbooks.com/archives/edamame-soup-recipe.html
,2012-04-27,"A spicy lemon coconut sauce that is good on just about everything - noodles, frittatas, soups. Keep a jar in the refrigerator, and you can use it to make things a little special throughout the week.",http://www.101cookbooks.com/mt-static/images/food/spicy_lemon_coconut_sauce.jpg,"1 clove garlic, peeled
1 medium jalapeno (or serrano) chile, deseeded and chopped
1/2 teaspoon fine grain sea salt, plus more to taste
1 tablespoons sunflower oil
1 small bunch of scallions, thinly sliced (~8 scallions)
1/2 cup finely chopped cilantro
1 14-ounce can of coconut milk (full fat)
3 tablespoons freshly squeezed lemon juice, plus more to taste",Spicy Lemon Coconut Sauce,PT5M,Makes about 2 1/2 cups.,http://www.101cookbooks.com/archives/spicy-lemon-coconut-sauce-recipe.html
,2008-03-24,"A spring-inspired wild rice salad - vibrant asparagus, yellow split peas, and wild rice tossed in an almond butter dressing and finished off with a bit of goat cheese and chives.",http://www.101cookbooks.com/mt-static/images/food/wild_rice_salad_recipe.jpg,"Almond Dressing: 
1 garlic clove, smashed and chopped
1/4 cup almond butter
zest of one lemon
scant 1/4 cup fresh lemon juice
2 tablespoons olive oil
scant 1/4 cup hot water
scant 1/2 teaspoon fine grain sea salt
1 bunch asparagus, trimmed and cut into 1-inch segments
4 cups cooked wild rice*
1 cup cooked yellow split peas**
1 bunch chives, chopped
1/4 cup goat cheese, crumbled (optional)",Spring Wild Rice Salad Recipe,,Serves 8.,http://www.101cookbooks.com/archives/spring-wild-rice-salad-recipe.html
,2008-03-27,"Alice Medrich's twist on a traditional butter cookie recipe from her latest book, Pure Dessert. She uses a knock-out blend of all-purpose and buckwheat flours. ",http://www.101cookbooks.com/mt-static/images/food/buckwheat_butter_cookies.jpg,"1 1/4 cups (5.6 ounces) all-purpose flour
3/4 cup (3 ounces) buckwheat flour
1/2 pound (2 sticks) unsalted butter, softened
2/3 cup sugar
1/4 teaspoon salt
1/3 cup cacao nibs
1 1/2 teaspoons pure vanilla extract",Nibby Buckwheat Butter Cookie Recipe,,Makes forty-eight 2 1/2-inch cookies.,http://www.101cookbooks.com/archives/nibby-buckwheat-butter-cookies-recipe.html
,2005-08-17,Simple-yet-decadent this dairy-free chocolate mousse recipe wins over non-vegans and vegans alike. ,http://www.101cookbooks.com/mt-static/images/food/chocmousse2.jpg,"1/2 cup organic chocolate soy milk (for this recipe I like to use Vitasoy Rich Chocolate Soy Milk)
9 or 10 ounce bag of semisweet vegan chocolate chips (I've had good success with Tropical Source or Sunspire Brand all-natural brands, NOT carob chips)
12 ounces silken tofu
1/4 cup Amaretto or almond-flavored liquor
1/4 teaspoon natural pure almond extract (I use the Flavorganics Almond Extract for this recipe)",Amaretto-Spiked Vegan Chocolate Mousse Recipe,,Makes 6 decadent servings.,http://www.101cookbooks.com/archives/000310.html
,2012-12-02,"The sort of winter salad I love - heirloom apples, shaved celery, and toasted nuts of your choosing. The dressing is crème fraîche spiked with rosemary, garlic and champagne vinegar",http://www.101cookbooks.com/mt-static/images/food/heirloom_apple_salad_recipe.jpg,"1/4 teaspoon fine grain sea salt
12 rosemary leaves, minced (the spiky needles)
1 medium garlic clove, peeled
1 teaspoon sugar
1/2 cup /120 ml crème fraîche (or sour cream)
2 1/2 teaspoons white wine vinegar
freshly ground black pepper to taste
3 large celery stalks, sliced see-though thin (reserve any celery leaves)
2 crisp, flavorful heirloom apples, cut into sixths, and then thinly sliced*
4 handfuls arugula, baby gems, or baby romaine
1/3 cup toasted hazelnuts, walnuts, almonds, or pine nuts",Heirloom Apple Salad,PT7M,Serves 4-6.,http://www.101cookbooks.com/archives/heirloom-apple-salad-recipe.html
,2007-08-21,"Perfect, golden, scalloped madeleines. From a favorite recipe shared with me by a friend and long-time Madeleine baker.",http://www.101cookbooks.com/mt-static/images/food/madeleinerecipe_07.jpg,"1 1/2 sticks unsalted butter (6 ounces)
2 tablespoons softened unsalted butter (for greasing pan)
3/4 cups unbleached all-purpose flour
4 large eggs
a pinch fine-grain sea salt
2/3 cups sugar
zest of one large lemon
1 teaspoon vanilla extract
powdered sugar
a bit of extra flour for dusting baking pan
Special equipment: A madeleine baking pan, regular or small",Madeleine Recipe,,Makes 2 -3 dozen regular madeleines.,http://www.101cookbooks.com/archives/madeleines-recipe.html
,2008-05-20,"My go-to cherry tart recipe - unfussy, and quick to make with a moist, coconut macarooned top.
",http://www.101cookbooks.com/mt-static/images/food/macaroon_cherry_tart.jpg,"1/2 pound cherries, washed
1 1/2 cups white whole wheat flour (regular apf flour will work)
2 3/4 cup unsweetened finely shredded coconut (divided)
1 1/4 cup raw cane (or brown) sugar, lightly packed (divided)
scant 1/2 teaspoon fine grain sea salt
10 tablespoons unsalted butter, melted
4 large egg whites",Macaroon Cherry Tart Recipe,,Makes about 48 petite bites.,http://www.101cookbooks.com/archives/macaroon-cherry-tart-recipe.html
,2007-06-13,"Eggs cooked crepe thin and stuffed. A delicious and lighter alternative to heavy, cheese-stuffed omelette recipes - great for lunch and brunch.",http://www.101cookbooks.com/mt-static/images/food/omeletterecipe.jpg,"2 large (preferably organic) eggs
a tiny pinch of fine grain sea salt
a few tablespoons of chopped chives
a dollop of pesto
a bit of goat cheese or feta
a small handful of mixed salad greens",Skinny Omelette Recipe,,Serves one or two.,http://www.101cookbooks.com/archives/skinny-omelette-recipe.html
,2008-12-03,"A jewel-inspired holiday salad recipe - mixed leafy salad greens, wild rice, toasted hazelnuts, dried figs and pluots, tossed with a simple ginger juice vinaigrette that I spiked with just a hint of jalapeno.
",http://www.101cookbooks.com/mt-static/images/food/ginger_holiday_salad.jpg,"1 tablespoon fresh ginger juice, made by grating a 4-5-inch piece of ginger into a pile and then pressing it against a strainer to extract the ginger juice
2 tablespoons white wine or Champagne vinegar
fine grain sea salt
1/2 teaspoon jalapeno, very finely chopped
1/3 cup extra virgin olive oil
2/3 cup dried figs, stems trimmed, quartered
1/3 cup dried pluots, chopped
1/2 cup toasted hazelnuts, loosely chopped
1 1/3 cup cooked wild rice, room temperature
5 big handfuls of leafy salad greens (see headnotes), washed and dried",Ginger Jeweled Salad Recipe,,Serves about 6.,http://www.101cookbooks.com/archives/ginger-jeweled-salad-recipe.html
,2008-11-19,"A moist, tender buttermilk cornbread packed with corn kernels and flecked with red pepper flakes. Simple and delicious.",http://www.101cookbooks.com/mt-static/images/food/firecracker_cornbread_recipe.jpg,"3 tablespoons butter
1 teaspoon red pepper flakes
1 cup whole wheat pastry flour
3/4 cup instant cornmeal (or instant polenta) or fine-grain cornmeal
1/4 cup natural cane sugar (or brown sugar)
1 tablespoon aluminum-free baking powder
1 1/2 teaspoons fine grain sea salt
1 cup buttermilk
1 large egg
2 1/2 cups corn, fresh (or at room temperature if previously frozen)
more butter for drizzling (optional)",Firecracker Cornbread Recipe,,Makes 10 slices.,http://www.101cookbooks.com/archives/firecracker-cornbread-recipe.html
